stationno,weekday,hour,sub_time_stamp
16,2,17,210
17,2,17,81
18,2,17,70
19,2,17,250
20,2,17,260
21,2,17,70
22,2,17,79
23,2,17,120
24,2,17,181
25,2,17,110
26,2,17,79
27,2,18,121
28,2,18,90
29,2,18,70
30,2,18,95.9047619
31,2,18,530
2,3,8,370
3,3,8,97
4,3,8,101
5,3,8,121
6,3,8,230
7,3,8,130
8,3,8,74
9,3,8,283
10,3,8,88.34146341
11,3,8,170
12,3,8,150
13,3,8,110
14,3,8,80.34285714
15,3,8,245
16,3,8,140
17,3,8,70
18,3,8,100
19,3,8,129
20,3,8,254
21,3,8,70
22,3,8,86.86956522
23,3,8,110
24,3,8,100
25,3,8,110
26,3,8,74.66666667
27,3,8,95
28,3,8,80
29,3,8,70.11111111
30,3,8,95.9047619
31,3,9,390
2,3,10,90
3,3,10,116
4,3,10,178
5,3,10,150
6,3,10,336
7,3,10,95
8,3,10,74
9,3,10,112
10,3,10,71
11,3,10,164
12,3,10,180
13,3,10,110
14,3,10,80.34285714
15,3,10,270
16,3,10,280
17,3,10,61
18,3,10,112
19,3,10,171
20,3,11,201
21,3,11,70
22,3,11,100
23,3,11,110
24,3,11,170
25,3,11,61
26,3,11,75
27,3,11,91
28,3,11,80
29,3,11,70.11111111
30,3,11,95.9047619
31,3,11,440
2,3,12,90
3,3,12,98
4,3,13,101
5,3,13,180
6,3,13,215
7,3,13,160
8,3,13,74
9,3,13,208
10,3,13,88.34146341
11,3,13,113
12,3,13,140
13,3,13,87.55319149
14,3,13,80.34285714
15,3,13,215
16,3,13,220
17,3,13,75.85714286
18,3,13,110
19,3,13,168
20,3,13,185
21,3,13,76.23076923
22,3,13,80
23,3,13,120
24,3,13,180
25,3,13,67
26,3,13,61
27,3,13,107
28,3,13,91
29,3,13,70.11111111
30,3,13,95.9047619
31,3,13,130
2,3,15,90
3,3,15,93
4,3,15,92
5,3,15,230
6,3,15,246
7,3,15,134
8,3,15,74
9,3,15,175
10,3,15,88.34146341
11,3,15,145
12,3,15,138
13,3,15,90
14,3,15,68
15,3,15,200
16,3,15,125
17,3,15,90
18,3,15,141
19,3,15,160
20,3,15,192
21,3,15,80
22,3,15,100
23,3,15,118
24,3,15,170
25,3,15,65
26,3,15,100
27,3,15,120
28,3,15,80
29,3,15,80
30,3,15,80
31,3,16,1039
2,3,17,110
3,3,17,340
4,3,17,310
5,3,17,230
6,3,17,315
7,3,17,180
8,3,17,79
9,3,17,140
10,3,17,88.34146341
11,3,17,331
12,3,18,160
13,3,18,80
14,3,18,78
15,3,18,202
16,3,18,200
17,3,18,70
18,3,18,92.4516129
19,3,18,161
20,3,18,211
21,3,18,76.23076923
22,3,18,86.86956522
23,3,18,170
24,3,18,181
25,3,18,80
26,3,18,74.66666667
27,3,18,80
29,3,18,70.11111111
28,3,18,81
30,3,18,95.9047619
31,3,18,90
2,4,5,175.1489362
3,4,6,167
4,4,6,131
5,4,6,98
6,4,6,159
7,4,6,127
8,4,6,74
9,4,6,84
10,4,6,88.34146341
11,4,6,125
12,4,6,90
13,4,6,87.55319149
14,4,6,80.34285714
15,4,6,159
16,4,6,160
17,4,6,75.85714286
18,4,6,70
19,4,6,166
21,4,6,76.23076923
20,4,6,106
22,4,6,86.86956522
23,4,6,94
24,4,6,100
25,4,6,77.59090909
26,4,6,74.66666667
28,4,6,78.85185185
27,4,6,71
29,4,6,70.11111111
30,4,6,95.9047619
31,4,6,130
2,4,10,110
3,4,10,130
4,4,10,134
5,4,10,140
6,4,10,290
7,4,10,157
8,4,10,74
9,4,10,155
10,4,10,76
11,4,10,184
12,4,10,170
13,4,10,87.55319149
14,4,10,80.34285714
15,4,10,195
16,4,10,220
17,4,10,88
18,4,10,110
19,4,10,123
20,4,10,241
21,4,10,80
22,4,10,70
23,4,10,121
24,4,10,170
25,4,10,90
26,4,10,80
27,4,10,130
28,4,10,80
29,4,10,70.11111111
30,4,11,95.9047619
31,4,11,131
2,4,12,175.1489362
3,4,12,81
4,4,12,110
5,4,12,108
6,4,12,210
7,4,12,119
8,4,12,74
9,4,12,200
10,4,12,90
11,4,12,140.8676471
12,4,12,135.9852941
13,4,12,87.55319149
14,4,12,80.34285714
15,4,12,263
16,4,12,120
17,4,12,75.85714286
18,4,12,70
19,4,12,150
20,4,12,133
21,4,12,76.23076923
22,4,13,86.86956522
23,4,13,146
24,4,13,120
25,4,13,77.59090909
27,4,13,95.22727273
26,4,13,159
28,4,13,78.85185185
29,4,13,70.11111111
30,4,13,70
31,4,13,80
2,4,14,80
3,4,14,130
4,4,14,160
5,4,14,240
6,4,14,217
7,4,14,160
8,4,14,74
9,4,14,110
10,4,14,88.34146341
11,4,14,171
12,4,14,150
13,4,14,67
14,4,14,80.34285714
15,4,14,228
16,4,14,191
17,4,14,75.85714286
18,4,14,80
19,4,14,120
20,4,14,179
21,4,14,76.23076923
22,4,14,81
23,4,15,92
24,4,15,150
25,4,15,77.59090909
26,4,15,74.66666667
27,4,15,90
29,4,15,70.11111111
28,4,15,90
30,4,15,95.9047619
31,4,15,160
2,4,17,80
3,4,17,610
4,4,17,341
5,4,17,190
6,4,17,230
7,4,17,79
8,4,17,74
9,4,17,166
10,4,17,64
11,4,17,210
12,4,17,135.9852941
13,4,17,100
14,4,17,70
15,4,17,294
16,4,17,190
17,4,17,75.85714286
18,4,17,62
19,4,17,170
20,4,17,207
21,4,17,76.23076923
22,4,17,70
23,4,17,120
24,4,18,190
25,4,18,80
26,4,18,74.66666667
27,4,18,100
28,4,18,90
29,4,18,70.11111111
30,4,18,80
31,4,18,1283
2,6,6,341
3,6,6,167
4,6,6,64
5,6,6,113
6,6,6,154
7,6,6,62
8,6,6,74
9,6,6,74
10,6,6,90
11,6,6,133
12,6,6,90
13,6,6,87.55319149
14,6,6,80.34285714
15,6,6,185
16,6,6,121
17,6,6,75.85714286
18,6,6,70
19,6,6,151
21,6,6,76.23076923
20,6,6,130
22,6,6,86.86956522
23,6,6,94
25,6,6,77.59090909
24,6,6,121
26,6,6,74.66666667
27,6,6,71
28,6,6,67
29,6,6,70.11111111
30,6,6,71
31,6,6,359
2,6,8,70
3,6,8,72
4,6,8,84
5,6,8,142
6,6,8,255
7,6,8,143
8,6,8,74
9,6,8,220
10,6,8,76
11,6,8,121
12,6,8,140
13,6,8,64
14,6,8,80.34285714
15,6,8,257
16,6,8,230
17,6,8,75.85714286
18,6,8,80
19,6,8,183
20,6,8,147
21,6,8,61
22,6,8,86.86956522
23,6,8,102
24,6,8,161
25,6,8,77.59090909
26,6,8,74.66666667
28,6,8,78.85185185
27,6,8,135
29,6,8,70.11111111
30,6,8,95.9047619
31,6,9,110
2,6,10,175.1489362
3,6,10,103
4,6,10,120
5,6,10,311
6,6,10,330
7,6,10,159
8,6,10,74
9,6,10,120
10,6,10,88.34146341
11,6,10,191
12,6,10,160
13,6,10,87.55319149
14,6,10,80.34285714
15,6,10,249
16,6,10,252
17,6,10,75.85714286
18,6,10,91
19,6,10,166
20,6,10,134
21,6,10,76.23076923
22,6,11,99
23,6,11,86
24,6,11,165
25,6,11,77.59090909
26,6,11,74.66666667
27,6,11,91
28,6,11,78.85185185
29,6,11,70.11111111
30,6,11,70
31,6,11,310
2,6,17,175.1489362
3,6,17,81
4,6,17,100
5,6,17,280
6,6,17,202
7,6,17,159
8,6,17,74
9,6,17,200
10,6,17,88.34146341
11,6,17,90
12,6,17,160
13,6,18,89
14,6,18,81
15,6,18,220
16,6,18,114
17,6,18,75.85714286
18,6,18,120
19,6,18,170
20,6,18,150
21,6,18,76.23076923
22,6,18,86.86956522
23,6,18,111
24,6,18,160
25,6,18,77.59090909
26,6,18,74.66666667
27,6,18,99
29,6,18,70.11111111
28,6,18,71
30,6,18,95.9047619
31,6,18,822
2,0,7,80
3,0,7,101
4,0,7,120
5,0,8,93
6,0,8,228
7,0,8,162
8,0,8,74
9,0,8,85
10,0,8,167
11,0,8,84
12,0,8,140
13,0,8,70
14,0,8,73
15,0,8,214
16,0,8,200
17,0,8,75.85714286
18,0,8,100
19,0,8,216
20,0,8,196
21,0,8,70
22,0,8,86.86956522
23,0,8,92
24,0,8,128
25,0,8,77.59090909
26,0,8,64
27,0,8,110
28,0,8,80
29,0,8,70.11111111
30,0,8,95.9047619
31,0,8,330
2,0,10,110
3,0,10,167
4,0,10,180
5,0,10,136
6,0,10,209
7,0,10,143
8,0,10,74
9,0,10,160
10,0,10,88.34146341
11,0,10,120
12,0,10,160
13,0,10,122
14,0,10,80.34285714
15,0,10,239.5774648
16,0,11,172.5362319
17,0,11,75.85714286
18,0,11,141
19,0,11,120
20,0,11,178
21,0,11,76.23076923
22,0,11,70
23,0,11,87
24,0,11,120
25,0,11,77.59090909
26,0,11,74.66666667
27,0,11,74
28,0,11,76
29,0,11,70.11111111
30,0,11,70
31,0,11,170
2,1,8,100
3,1,8,103
4,1,8,121
5,1,8,101
6,1,8,501
7,1,8,109
8,1,8,74
9,1,8,200
10,1,8,88
11,1,8,100
12,1,8,130
13,1,8,100
14,1,8,80.34285714
15,1,8,251
16,1,8,170
17,1,8,63
18,1,8,92.4516129
19,1,8,151
20,1,8,191
21,1,8,76.23076923
22,1,8,86.86956522
23,1,8,101
24,1,8,100
25,1,8,77.59090909
26,1,9,74.66666667
27,1,9,140
28,1,9,80
29,1,9,70.11111111
30,1,9,570
31,1,9,372.7910448
3,1,10,167
2,1,10,160
4,1,10,135.9848485
5,1,10,182.4705882
6,1,10,739
7,1,10,80
8,1,10,74
9,1,10,115
10,1,10,90
11,1,10,181
12,1,10,149
13,1,10,87.55319149
14,1,10,70
15,1,10,203
16,1,10,170
17,1,10,70
18,1,10,130
19,1,10,170
20,1,11,227
21,1,11,70
22,1,11,86.86956522
23,1,11,110
24,1,11,210
25,1,11,77.59090909
26,1,11,74.66666667
27,1,11,61
28,1,11,78.85185185
29,1,11,70.11111111
30,1,11,95.9047619
31,1,11,80
2,1,12,80
3,1,12,82
4,1,12,130
5,1,12,160
6,1,12,180
7,1,12,140
8,1,12,74
9,1,12,130
10,1,12,90
11,1,12,81
12,1,13,101
13,1,13,69
14,1,13,80.34285714
15,1,13,309
16,1,13,160
17,1,13,61
18,1,13,90
19,1,13,166
21,1,13,76.23076923
20,1,13,170
22,1,13,86.86956522
23,1,13,95
24,1,13,150
25,1,13,77.59090909
26,1,13,74.66666667
27,1,13,95.22727273
28,1,13,78.85185185
29,1,13,70.11111111
30,1,13,95.9047619
31,1,13,372.7910448
2,1,14,61
3,1,14,130
4,1,14,129
5,1,14,256
6,1,14,201
7,1,14,136
8,1,14,74
9,1,14,120
10,1,14,88.34146341
11,1,14,165
12,1,15,170
13,1,15,70
14,1,15,70
15,1,15,175
16,1,15,163
17,1,15,90
18,1,15,81
19,1,15,139
20,1,15,147
21,1,15,76.23076923
22,1,15,86.86956522
23,1,15,100
24,1,15,140
25,1,15,80
26,1,15,74.66666667
27,1,15,90
28,1,15,78.85185185
29,1,15,70.11111111
30,1,15,69
31,1,15,901
2,1,16,90
3,1,16,89
4,1,16,131
5,1,17,251
6,1,17,210
7,1,17,195
8,1,17,74
9,1,17,95
10,1,17,80
11,1,17,160
12,1,17,120
13,1,17,100
14,1,17,80.34285714
15,1,17,285
16,1,17,110
17,1,17,70
18,1,17,79
19,1,17,160
20,1,17,183
21,1,17,76.23076923
22,1,17,90
23,1,17,131
24,1,17,139
25,1,17,75
26,1,17,65
27,1,17,95
28,1,17,90
29,1,17,70
30,1,17,95.9047619
31,1,18,1717
2,3,5,175.1489362
3,3,6,167
4,3,6,86
5,3,6,101
6,3,6,156
7,3,6,110
8,3,6,74
9,3,6,131
10,3,6,75
11,3,6,95
12,3,6,90
13,3,6,87.55319149
14,3,6,80.34285714
15,3,6,179
16,3,6,159
17,3,6,65
18,3,6,92.4516129
19,3,6,99
20,3,6,143
21,3,6,76.23076923
22,3,6,86.86956522
23,3,6,92
24,3,6,110
25,3,6,77.59090909
26,3,6,74.66666667
28,3,6,78.85185185
27,3,6,85
29,3,6,70.11111111
30,3,6,95.9047619
31,3,6,91
2,3,8,329
3,3,8,73
4,3,8,94
5,3,8,79
6,3,8,251.9142857
7,3,8,130.8405797
8,3,8,74
9,3,8,99
10,3,8,111
11,3,8,189
12,3,8,140
13,3,8,70
14,3,8,71
15,3,8,257
16,3,8,254
17,3,8,75.85714286
18,3,8,64
19,3,8,202
20,3,8,114
21,3,8,76.23076923
22,3,8,86.86956522
23,3,8,100
24,3,8,144.3428571
25,3,9,77.59090909
26,3,9,74.66666667
27,3,9,95.22727273
28,3,9,78.85185185
29,3,9,70.11111111
30,3,9,95.9047619
31,3,9,372.7910448
2,3,10,175.1489362
3,3,10,167
4,3,10,135.9848485
5,3,10,182.4705882
6,3,10,270
7,3,10,110
8,3,10,74
9,3,10,140
10,3,10,70
11,3,10,130
12,3,10,149
13,3,11,70
14,3,11,61
15,3,11,240
16,3,11,190
17,3,11,75.85714286
18,3,11,120
19,3,11,110
20,3,11,159
21,3,11,76.23076923
22,3,11,110
23,3,11,108.9
24,3,11,170
25,3,11,77.59090909
26,3,11,74.66666667
27,3,11,95.22727273
28,3,11,79
29,3,11,70.11111111
30,3,11,71
31,3,11,130
2,3,12,90
3,3,12,73
4,3,12,120
5,3,13,200
6,3,13,198
7,3,13,72
8,3,13,74
9,3,13,85
10,3,13,79
11,3,13,100
12,3,13,131
13,3,13,70
14,3,13,80
15,3,13,184
16,3,13,220
17,3,13,75.85714286
18,3,13,66
19,3,13,172
21,3,13,76.23076923
20,3,13,159
22,3,13,86.86956522
23,3,13,90
24,3,13,122
25,3,13,77.59090909
26,3,13,74.66666667
27,3,13,101
29,3,13,70.11111111
28,3,13,81
30,3,13,95.9047619
31,3,13,260
2,3,15,70
3,3,15,126
4,3,15,220
5,3,15,270
6,3,15,223
7,3,15,170
8,3,15,74
9,3,15,88
10,3,15,72
11,3,15,116
12,3,15,140
13,3,15,87.55319149
14,3,15,80.34285714
15,3,15,181
16,3,15,213
17,3,15,110
18,3,15,80
19,3,15,116
20,3,15,207
21,3,15,76.23076923
22,3,15,86.86956522
23,3,15,128
24,3,15,160
25,3,15,77.59090909
26,3,15,64
27,3,16,132
28,3,16,70
29,3,16,70
30,3,16,95.9047619
31,3,16,111
2,3,17,175.1489362
3,3,17,131
4,3,17,179
5,3,17,1338
6,3,17,251
7,3,17,140
8,3,17,74
9,3,18,120
10,3,18,88.34146341
11,3,18,180
12,3,18,180
13,3,18,130
14,3,18,90
15,3,18,285
16,3,18,140
17,3,18,64
18,3,18,70
19,3,18,220
20,3,18,174
21,3,18,76.23076923
22,3,18,86.86956522
23,3,18,108.9
24,3,18,144.3428571
25,3,18,77.59090909
26,3,18,74.66666667
27,3,18,95.22727273
28,3,18,78.85185185
29,3,18,70.11111111
30,3,18,95.9047619
31,3,18,372.7910448
2,5,8,175.1489362
3,5,8,167
4,5,8,100
5,5,8,80
6,5,8,219
7,5,8,125
8,5,8,74
9,5,8,110
10,5,8,75
11,5,8,166
12,5,8,130
13,5,8,87.55319149
14,5,8,80.34285714
15,5,8,169
16,5,8,180
17,5,8,61
18,5,8,89
19,5,8,241
20,5,8,126
21,5,8,76.23076923
22,5,8,86.86956522
23,5,8,99
24,5,8,181
25,5,8,77.59090909
26,5,8,74.66666667
27,5,8,89
28,5,8,80
29,5,8,70.11111111
30,5,8,95.9047619
31,5,8,159
2,5,10,175.1489362
3,5,10,167
4,5,10,135.9848485
5,5,10,129
6,5,10,500
7,5,10,112
8,5,10,74
9,5,10,151
10,5,10,88.34146341
11,5,10,89
12,5,10,167
13,5,10,80
14,5,10,80.34285714
15,5,10,290
16,5,10,210
17,5,10,75.85714286
18,5,11,126
19,5,11,122
20,5,11,247
21,5,11,76.23076923
22,5,11,86.86956522
23,5,11,102
24,5,11,169
25,5,11,71
26,5,11,74.66666667
27,5,11,104
28,5,11,81
29,5,11,70.11111111
30,5,11,95.9047619
31,5,11,120
2,5,12,90
3,5,12,150
4,5,12,144
5,5,12,182.4705882
6,5,12,251.9142857
7,5,12,130.8405797
8,5,12,74
9,5,12,151.4444444
10,5,12,88.34146341
11,5,12,140.8676471
12,5,12,135.9852941
13,5,13,90
14,5,13,80.34285714
15,5,13,219
16,5,13,128
17,5,13,75.85714286
18,5,13,119
19,5,13,129
20,5,13,201
21,5,13,79
22,5,13,86.86956522
23,5,13,130
24,5,13,160
25,5,13,77.59090909
26,5,13,80
27,5,13,101
28,5,13,70
29,5,13,70
30,5,13,95.9047619
31,5,13,359
2,5,17,100
3,5,17,159
4,5,17,331
5,5,17,241
6,5,17,311
7,5,17,253
8,5,17,74
9,5,17,191
10,5,17,66
11,5,17,205
12,5,17,155
13,5,17,87.55319149
14,5,17,80.34285714
15,5,17,303
16,5,17,100
17,5,17,75.85714286
18,5,17,91
19,5,17,130
20,5,18,232
21,5,18,76.23076923
22,5,18,90
23,5,18,107
24,5,18,151
25,5,18,77.59090909
26,5,18,74.66666667
27,5,18,79
28,5,18,71
29,5,18,70.11111111
30,5,18,95.9047619
31,5,18,372.7910448
2,0,6,175.1489362
3,0,6,90
4,0,6,83
5,0,6,120
6,0,6,158
7,0,6,128
8,0,6,74
10,0,6,88.34146341
9,0,6,104
11,0,6,140.8676471
12,0,6,90
13,0,6,69
14,0,6,80.34285714
15,0,6,169
16,0,6,160
17,0,6,75.85714286
18,0,6,92.4516129
19,0,6,103
20,0,6,149
21,0,6,76.23076923
22,0,6,86.86956522
23,0,6,100
24,0,6,120
25,0,6,77.59090909
26,0,6,74.66666667
27,0,6,70
29,0,6,70.11111111
28,0,6,69
30,0,6,95.9047619
31,0,6,90
2,0,8,140
3,0,8,117
4,0,8,98
5,0,8,130
6,0,8,261
7,0,8,90
8,0,8,74
9,0,8,203
10,0,8,88.34146341
11,0,8,70
12,0,8,160
13,0,8,70
14,0,8,80.34285714
15,0,8,214
16,0,8,110
17,0,8,70
18,0,8,100
19,0,8,150
20,0,8,142
21,0,8,76.23076923
22,0,8,99
23,0,8,101
24,0,8,130
25,0,8,77.59090909
26,0,8,71
27,0,9,100
28,0,9,80
29,0,9,70.11111111
30,0,9,95.9047619
31,0,9,450
2,0,16,80
3,0,16,130
4,0,16,165
5,0,16,150
6,0,17,305
7,0,17,180
8,0,17,74
9,0,17,130
10,0,17,90
11,0,17,80
12,0,17,130
13,0,17,80
14,0,17,70
15,0,17,291
16,0,17,229
17,0,17,61
18,0,17,80
19,0,17,240
20,0,17,205
21,0,17,76.23076923
22,0,17,86.86956522
23,0,17,102
24,0,17,160
25,0,17,89
26,0,17,74.66666667
27,0,17,90
28,0,17,90
29,0,17,70.11111111
30,0,17,95.9047619
31,0,18,1171
2,1,8,180
3,1,8,86
4,1,8,130
5,1,8,130
6,1,8,369
7,1,8,181
8,1,8,74
9,1,8,71
10,1,8,100
11,1,8,214
12,1,8,130
13,1,8,87.55319149
14,1,8,70
15,1,8,375
16,1,8,130
17,1,8,80
18,1,8,110
19,1,8,160
20,1,8,134
21,1,8,76.23076923
22,1,8,86.86956522
23,1,8,104
24,1,8,170
25,1,8,77.59090909
26,1,8,62
27,1,8,95.22727273
28,1,8,78.85185185
29,1,8,70.11111111
30,1,8,95.9047619
31,1,9,372.7910448
2,1,10,175.1489362
3,1,10,167
4,1,10,135.9848485
5,1,10,120
6,1,10,261
7,1,10,190
8,1,10,74
9,1,10,150
10,1,10,80
11,1,10,120
12,1,10,140
13,1,10,70
14,1,10,70
15,1,10,200
16,1,10,170
17,1,10,140
18,1,10,100
19,1,10,220
20,1,10,220
21,1,10,76.23076923
22,1,10,86.86956522
23,1,10,80
24,1,11,120
25,1,11,70
26,1,11,74.66666667
27,1,11,110
28,1,11,70
29,1,11,70
30,1,11,70
31,1,11,180
